datetime,Open,High,Low,Close,volume,rsi,signal,expiry
2026-03-27 13:10:00,22926.6,22944.85,22920.0,22943.65,4878752,43.6977825184857,,2026-03-30
2026-03-27 13:15:00,22943.15,22992.95,22939.7,22972.75,5515195,52.481638578677284,,2026-03-30
2026-03-27 13:20:00,22970.9,22971.0,22945.05,22960.3,4430351,48.96213732773513,,2026-03-30
2026-03-27 13:25:00,22961.65,22977.25,22935.75,22936.4,4350918,43.00056119840071,,2026-03-30
2026-03-27 13:30:00,22935.8,22937.2,22918.35,22922.6,4211133,39.97403405297684,,2026-03-30
2026-03-27 13:35:00,22922.9,22934.15,22909.3,22912.35,3988807,37.843487330044084,,2026-03-30
2026-03-27 13:40:00,22911.85,22949.15,22909.45,22930.3,4018667,43.52061088585638,,2026-03-30
2026-03-27 13:45:00,22931.35,22937.9,22920.75,22922.95,5247380,41.8356277235654,,2026-03-30
2026-03-27 13:50:00,22923.15,22945.3,22920.45,22928.55,4951324,43.626485371089224,,2026-03-30
2026-03-27 13:55:00,22929.6,22937.15,22912.75,22922.85,5143683,42.20215682176428,,2026-03-30
